,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,ActorNation
827,02-10-22,Czech Republic,Energy,Campaign: DDoS attacks against the websites of two Czech energy companies,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
828,02-10-22,Czech Republic,Education,Campaign: DDoS attacks against the website of a Czech education institution,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
829,02-10-22,Czech Republic,ICT,Campaign: DDoS attacks against the websites of three Czech hosting service providers,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
830,02-10-22,United States,Public administration,DDoS attack against online resources of a US governmental agency,Disruption,DDoS,KillNet,Possible,Russian Federation
831,02-10-22,Czech Republic,Transportation,Campaign: DDoS attacks against the websites of four Czech airports,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
832,02-10-22,Czech Republic,Financial,Campaign: DDoS attacks against the websites of four Czech businesses,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
833,02-10-22,Czech Republic,Public administration,Campaign: DDoS attacks against the official website of the Czech Republic's government.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
834,01-10-22,Czech Republic,Transportation,Campaign: DDoS attacks against the websites of three Czech taxi services,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
835,01-10-22,Czech Republic,Media,Campaign: DDoS attacks against the websites of four Czech news media,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
836,01-10-22,Russian Federation,ICT,Ransomware against a Russian software development company,Data,Ransomware,National Republican Army,Possible,Russian Federation
837,01-10-22,Armenia,Media,DDoS attacks against Armenian news agencies,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
838,01-10-22,Poland,Manufacturing,DDoS attack against a Polish mechanical plant,Disruption,DDoS,NoName057(16),Possible,Russian Federation
839,01-10-22,Poland,Manufacturing,DDoS attack against a Polish mechanical plant,Disruption,DDoS,NoName057(16),Possible,Russian Federation
840,01-10-22,Kazakhstan,Public administration,DDoS attack against the website of a Kazakhstani ministry,Disruption,DDoS,Phoenix,Possible,Ukraine
841,01-10-22,Poland,Media,Campaign: DDoS attacks against Polish news agencies,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
842,30-09-22,Poland,Public administration,DDoS attacks against eight governmental Polish agencies,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
843,30-09-22,Ukraine,Manufacturing,DDoS attack against a Ukrainian factory,Disruption,DDoS,NoName057(16),Possible,Russian Federation
844,30-09-22,Poland,Financial,DDoS attacks against six Polish banks,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
845,28-09-22,United Kingdom,Nonprofit,DDoS attack against a British anti-war organization,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
846,28-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
847,25-09-22,Russian Federation,Financial,DDoS attack against a Russian company providing payment services,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
848,25-09-22,Belarus,Nonprofit,DDoS attack against the website of a Belarusian opposition,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
849,25-09-22,Belarus,Nonprofit,DDoS attack against the website of a Belarusian opposition,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
850,24-09-22,Ukraine,Energy,DDoS attack against a Kyiv gas company,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
851,24-09-22,Russian Federation,Media,Cyberattack against a satellite television provider in Novosibirsk,Disinformation,Unknown,,Possible,No Nationality Found
852,24-09-22,Latvia,Public administration,DDoS attack against a Latvian governmental service,Disruption,DDoS,NoName057(16),Possible,Russian Federation
853,23-09-22,Germany,Administrative / Support,DDoS attack against the official website for German tourism.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
854,23-09-22,United Kingdom,Financial,DDoS attack against a British multinational universal bank,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
855,23-09-22,Ukraine,Trade,DDoS attack against the website of a Ukrainian chain store,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
856,23-09-22,France,Financial,DDoS attack against a French international banking group,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
857,23-09-22,United States,Financial,DDoS attack against a bank in the USA,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
858,22-09-22,Ukraine,Administrative / Support,DDoS attack against a Ukrainian information website,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
859,22-09-22,Germany,Professional / scientific,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
860,22-09-22,Germany,ICT,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
861,22-09-22,Russian Federation,Financial,DDoS attack against a Russian card payment service,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
862,22-09-22,Russian Federation,Public administration,Hack and leak operation by Anonynmous,Data,Hack And Leak,Anonymous,Possible,Other
863,22-09-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
864,22-09-22,Germany,Financial,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
865,22-09-22,Germany,Administrative / Support,Campaign: DDoS attacks against German entities.,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
866,21-09-22,Russian Federation,Financial,DDoS attack against Russian exchange,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
867,21-09-22,Ukraine,Administrative / Support,DDoS attack against the website of a Ukrainian ministry,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
868,20-09-22,Ukraine,Manufacturing,Hack and leak operation against a Ukrainian automobile manufacturing and service company,Data,Hack And Leak,XakNet,Possible,Russian Federation
869,20-09-22,Ukraine,Trade,DDoS attack against a Ukrainian real estate website,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
870,20-09-22,Ukraine,Construction,DDoS attack against a Ukrainian construction company,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
871,20-09-22,Russian Federation,Transportation,Defacement of the websites of Russian airports,Disinformation,Defacement,,Possible,No Nationality Found
872,19-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
873,19-09-22,Russian Federation,Administrative / Support,DDoS attack against Russian job search website,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
874,18-09-22,Russian Federation,Administrative / Support,DDoS attack against a Russian job search website,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
875,18-09-22,Ukraine,Unknown,Campaign: Sandworm emulating Ukrainian telecommunication providers,Data,Malware,Sandworm,Probable,Russian Federation
876,17-09-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,Russian Federation
877,17-09-22,Poland,Public administration,DDoS attack against a Polish state service.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
878,17-09-22,Russian Federation,Civilians,DDoS attack against a civilian committee,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
879,17-09-22,Latvia,Public administration,DDoS attack against a Latvian state agency.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
880,17-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian state service,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
881,17-09-22,Poland,Administrative / Support,DDoS attack against a Polish railway ticket website,Disruption,DDoS,NoName057(16),Possible,Russian Federation
882,17-09-22,Ukraine,Other service,DDoS attack against a Ukrainian restaurant,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
883,15-09-22,Russian Federation,Media,DDoS attack against a Russian social media,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
884,15-09-22,Russian Federation,Trade,Campaign: DDoS attack against Russian online stores,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
885,14-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian municipal enterprise,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
886,14-09-22,Ukraine,Civilians,Campaign: Gamaredon targets Ukrainian entities,Data,Malware,Gamaredon,Probable,Russian Federation
887,14-09-22,Ukraine,Civilians,DDoS attack against a Ukrainian scout organization,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
888,13-09-22,Russian Federation,Media,DDoS attack against a Russian news media,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
889,13-09-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian city council,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
890,13-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian bus station,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
891,13-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian taxi service,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
892,12-09-22,Belgium,Media,Cyberattacks against a Belgium news media,Disruption,Unknown,,Confirmed,No Nationality Found
893,12-09-22,Russian Federation,Financial,DDoS attack against a Russian bank,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
894,12-09-22,Ukraine,Media,DDoS attack against a Ukrainian news media,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
895,12-09-22,Ukraine,Education,Defacement of the online resources of a Kyiv-based university.,Disinformation,Defacement,NoName057(16),Possible,Russian Federation
896,11-09-22,Japan,Manufacturing,DDoS attack against a Japanese multinational conglomerate corporation.,Disruption,DDoS,Phoenix,Possible,Ukraine
897,11-09-22,Russian Federation,Manufacturing,DDoS attack against a Russian manufacturer of automobile mats and linings.,Disruption,DDoS,Haydamaki,Possible,Ukraine
898,10-09-22,Japan,Health,DDoS attack against a Japanese hospital,Disruption,DDoS,Phoenix,Possible,Ukraine
899,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese association,Disruption,DDoS,Phoenix,Possible,Ukraine
900,10-09-22,Lithuania,Transportation,DDoS attack against the website of a Lithuanian airport,Disruption,DDoS,NoName057(16),Possible,Russian Federation
901,10-09-22,Lithuania,Financial,DDoS attack against the website of a Lithuanian bank,Disruption,DDoS,NoName057(16),Possible,Russian Federation
902,10-09-22,Estonia,Public administration,DDoS attack against the website of the parliament of Estonia,Disruption,DDoS,NoName057(16),Possible,Russian Federation
903,10-09-22,Ukraine,Transportation,DDoS attack against a Ukrainian's national carrier of goods and passengers,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
904,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese federation of companies,Disruption,DDoS,Phoenix,Possible,Ukraine
905,10-09-22,Germany,Media,DDoS attack against a German news agency,Disruption,DDoS,AnonymousX777Z,Possible,Russian Federation
906,10-09-22,Russian Federation,Trade,DDoS attack against a Russian online marketplace,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
907,10-09-22,United States,Manufacturing,DDoS attack against a US UAV manufacturer,Disruption,DDoS,Phoenix,Possible,Ukraine
908,10-09-22,Japan,Administrative / Support,DDoS attack against a Japanese association,Disruption,DDoS,Phoenix,Possible,Ukraine
909,09-09-22,Poland,Transportation,DDoS attack against the website of a Polish airport,Disruption,DDoS,NoName057(16),Possible,Russian Federation
910,09-09-22,Ukraine,Media,DDoS attack against a Ukrainian news website,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
911,08-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian national regulator,Disruption,DDoS,People's CyberArmy,Possible,Russian Federation
