,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
3,05-09-22,Japan,Arts,DDoS attack against a Japanese videohosting platform,Disruption,DDoS,KillNet,Possible,
4,05-09-22,Japan,Financial,DDoS attack against a Japanese payment system,Disruption,DDoS,KillNet,Possible,
5,05-09-22,Ukraine,Unknown,Campaign: Turla began profiling victims of ANDROMEDA malware in Ukraine,Data,Malware,Turla,Probable,
6,05-09-22,Japan,Media,DDoS attack against a Japanese social media,Disruption,DDoS,KillNet,Possible,
7,05-09-22,Ukraine,Manufacturing,DDoS attack against Ukrainian toy manufacturer,Disruption,DDoS,People's CyberArmy,Possible,
8,04-09-22,Ukraine,Other service,DDoS attack against a Ukrainian freelancing company,Disruption,DDoS,People's CyberArmy,Possible,
9,03-09-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
0,03-09-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
1,03-09-22,Russian Federation,Media,DDoS attack against a Russian media group,Disruption,DDoS,IT Army of Ukraine,Possible,
2,03-09-22,Ukraine,Media,DDoS attack against a Ukrainian television company,Disruption,DDoS,People's CyberArmy,Possible,
3,03-09-22,Ukraine,Media,DDoS attack against a Ukrainian news agency,Disruption,DDoS,Red Hackers Alliance,Possible,
4,02-09-22,Ukraine,Media,DDoS attack against a Ukrainian media,Disruption,DDoS,People's CyberArmy,Possible,
5,02-09-22,Ukraine,Accommodation,DDoS attack against a Ukrainian restaurant,Disruption,DDoS,People's CyberArmy,Possible,
6,01-09-22,Ukraine,Public administration,DDoS attack against a Ukrainian city,Disruption,DDoS,People's CyberArmy,Possible,
7,31-08-22,Ukraine,Media,Defacement of Russian TV channels broadcasting in Crimea,Disinformation,Defacement,IT Army of Ukraine,Possible,
8,31-08-22,Russian Federation,Administrative / Support,DDoS attack against Russian companies providing electronic document management systems,Disruption,DDoS,IT Army of Ukraine,Probable,
9,31-08-22,Russian Federation,Transportation,Cyberattack against a Russian taxi service.,Disruption,Unknown,Anonymous,Possible,
0,30-08-22,Germany,Other service,DDoS attack against a Russian oppositionary organization.,Disruption,DDoS,People's CyberArmy,Possible,
1,29-08-22,Lithuania,Financial,DDoS attack against the website of a Lithuanian bank,Disruption,DDoS,,Probable,
2,28-08-22,Ukraine,Financial,DDoS attack against a bank,Disruption,DDoS,NoName057(16),Possible,
3,28-08-22,Ukraine,Financial,DDoS attack against a bank,Disruption,DDoS,NoName057(16),Possible,
4,28-08-22,Lithuania,Financial,DDoS attack against a Lithuanian bank,Disruption,DDoS,NoName057(16),Possible,
5,28-08-22,Lithuania,ICT,DDoS attack against the Lithuanian branch telecommunication company,Disruption,DDoS,NoName057(16),Possible,
6,28-08-22,Ukraine,Financial,DDoS attack against a bank,Disruption,DDoS,NoName057(16),Possible,
7,28-08-22,Ukraine,Financial,DDoS attack against a commercial bank,Disruption,DDoS,NoName057(16),Possible,
8,28-08-22,Lithuania,ICT,DDoS attack against a Lithuanian company providing IT services.,Disruption,DDoS,NoName057(16),Possible,
9,27-08-22,Russian Federation,Trade,DDoS attack against a Russian retail chain,Disruption,DDoS,IT Army of Ukraine,Probable,
0,27-08-22,Ukraine,Trade,DDoS attack against an online marketplace,Disruption,DDoS,People's CyberArmy,Possible,
1,27-08-22,Russian Federation,Other service,Data exfiltration from a Russian streaming platform,Data,Hack And Leak,,Confirmed,
2,26-08-22,Russian Federation,Media,DDoS attack against a Russian news media,Disruption,DDoS,IT Army of Ukraine,Possible,
3,25-08-22,Russian Federation,Media,DDoS attack against a Russian news agency,Disruption,DDoS,IT Army of Ukraine,Confirmed,
4,25-08-22,Montenegro,Public administration,Major cyberattacks targetting a number of Montenegrin state bodies.,Unknown,Unknown,,Confirmed ,
5,25-08-22,Ukraine,Arts,DDoS attack against an entertainment company,Disruption,DDoS,People's CyberArmy,Possible,
6,24-08-22,Russian Federation,Media,DDoS attack against a state-owned Russian news agency,Disruption,DDoS,IT Army of Ukraine,Possible,
7,24-08-22,Russian Federation,ICT,Cyberattack against a Russian provider of online banking software.,Data,Hack And Leak,2402team,Possible,
8,24-08-22,Latvia,Health,DDoS attack against a Latvian healthcare system,Disruption,DDoS,NoName057(16),Possible,
9,23-08-22,Ukraine,ICT,Cyberattack against a Russian internet provider in Crimea,Disruption,Unknown,IT Army of Ukraine,Confirmed,
0,23-08-22,Poland,Education,DDoS attack against a Polish national school,Disruption,DDoS,NoName057(16),Possible,
1,22-08-22,Ukraine,Financial,DDoS attack against a bank,Disruption,DDoS,People's CyberArmy,Possible,
2,22-08-22,Latvia,Transportation,DDoS attack against a Latvian cargo carrier,Disruption,DDoS,NoName057(16),Possible,
3,22-08-22,Russian Federation,ICT,Hack and leak operation against the founder and technical director of a Russian fintech company.,Data,Hack And Leak,IT Army of Ukraine,Possible,
4,22-08-22,Moldova,Public administration,Campaign: DDoS attacks against Moldovan companies and institutions,Disruption,DDoS,KillNet,Confirmed,
5,22-08-22,Latvia,Other service,DDoS attack against a Latvian company serving local railway infrastructure,Disruption,DDoS,NoName057(16),Possible,
6,22-08-22,Latvia,Other service,DDoS attack against a Latvian railway safety company,Disruption,DDoS,NoName057(16),Possible,
7,21-08-22,Ukraine,Financial,DDoS attack against a bank,Disruption,DDoS,People's CyberArmy,Possible,
8,21-08-22,Estonia,Real estate,DDoS attack against an Estonian real estate website,Disruption,DDoS,NoName057(16),Possible,
9,21-08-22,Estonia,Media,DDoS attack against an Estonian news agency,Disruption,DDoS,NoName057(16),Possible,
0,21-08-22,Russian Federation,Financial,DDoS attacks against Russian providers of money transfer services,Disruption,DDoS,IT Army of Ukraine,Possible,
1,21-08-22,Russian Federation,Accommodation,DDoS attack against a Russian restaurant,Disruption,DDoS,Haydamaki,Possible,
2,20-08-22,Latvia,ICT,DDoS attack against a Latvian telecommunication company,Disruption,DDoS,NoName057(16),Possible,
3,20-08-22,Ukraine,Public administration,DDoS attack against a ministry,Disruption,DDoS,People's CyberArmy,Possible,
4,20-08-22,Ukraine,Other service,DDoS attack against an international platform,Disruption,DDoS,People's CyberArmy,Possible,
5,19-08-22,Ukraine,Media,DDoS attack against a news agency,Disruption,DDoS,People's CyberArmy,Possible,
6,19-08-22,Poland,Public administration,Campaign: DDoS attacks against Polish courts,Disruption,DDoS,NoName057(16),Possible,
7,18-08-22,Russian Federation,Financial,Campaign: DDoS attacks against Russian banking services.,Disruption,DDoS,IT Army of Ukraine,Possible,
8,18-08-22,Poland,Public administration,DDoS attack against a higher Polish court.,Disruption,DDoS,NoName057(16),Possible,
9,18-08-22,Poland,Public administration,Campaign: DDoS attacks against Polish regional courts,Disruption,DDoS,NoName057(16),Possible,
0,18-08-22,Ukraine,Public administration,Hack and leak operation against the website of an administrative center,Data,Hack And Leak,Zarya,Probable,
1,18-08-22,Ukraine,Media,DDoS attack against a news agency,Disruption,DDoS,People's CyberArmy,Possible,
2,17-08-22,Poland,Public administration,DDoS attack against a higher Polish court.,Disruption,DDoS,NoName057(16),Possible,
3,17-08-22,Ukraine,Manufacturing,DDoS attack against an alcohol manufacturer,Disruption,DDoS,People's CyberArmy,Possible,
4,17-08-22,Ukraine,ICT,DDoS attack against a forum,Disruption,DDoS,People's CyberArmy,Possible,
5,16-08-22,Estonia,Other service,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
6,16-08-22,Estonia,Public administration,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
7,16-08-22,Estonia,Education,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
8,16-08-22,Estonia,Households,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
9,16-08-22,Estonia,Financial,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
0,16-08-22,Poland,Public administration,Campaign: DDoS attacks against Polish courts,Disruption,DDoS,NoName057(16),Possible,
1,16-08-22,Estonia,ICT,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
2,16-08-22,Estonia,Financial,DDoS attack against an Estonian financial company,Disruption,DDoS,KillNet,Possible,
3,16-08-22,Ukraine,Energy,DDoS attack against a Ukrainian heating provider,Disruption,DDoS,People's CyberArmy,Possible,
4,16-08-22,Estonia,Arts,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
5,16-08-22,Estonia,Trade,Campaign: significant campaign of DDoS attacks against Estonia,Disruption,DDoS,KillNet,Confirmed,
6,16-08-22,Ukraine,Manufacturing,DDoS attack against a Ukrainian manufacturer,Disruption,DDoS,People's CyberArmy,Possible,
7,16-08-22,Estonia,Health,Campaign: most extensive cyberattacks against Estonia since 2007.,Disruption,DDoS,KillNet,Confirmed,
8,15-08-22,Russian Federation,Administrative / Support,DDoS attack against a Russian tour operator company,Disruption,DDoS,Haydamaki,Possible,
9,15-08-22,Russian Federation,Public administration,DDoS campaign against Russian regional administrations,Disruption,DDoS,StudentCyberArmy,Possible,
0,15-08-22,Russian Federation,Media,DDoS attack against a Russian news agency,Disruption,DDoS,Cyber Palyanitsa,Possible,
1,15-08-22,Russian Federation,Other service,DDoS attack against a Russian political party,Disruption,DDoS,IT Army of Ukraine,Confirmed,
2,15-08-22,Ukraine,Arts,DDoS attack against a Ukrainian national institute,Disruption,DDoS,People's CyberArmy,Possible,
3,15-08-22,Ukraine,Energy,DDoS attack against a Ukrainian state-owned nuclear operator,Disruption,DDoS,People's CyberArmy,Confirmed,
4,15-08-22,Ukraine,Nonprofit,DDoS attack against an organization collecting donations,Disruption,DDoS,People's CyberArmy,Possible,
5,14-08-22,Latvia,Financial,DDoS attack against a Latvian financial organization,Disruption,DDoS,NoName057(16),Possible,
6,14-08-22,Latvia,Financial,DDoS attack against a Latvian credit company,Disruption,DDoS,NoName057(16),Possible,
7,14-08-22,Latvia,Financial,DDoS attack against a Latvian insruance organization,Disruption,DDoS,NoName057(16),Possible,
8,14-08-22,Latvia,Financial,DDoS attack against a Latvian financial organization,Disruption,DDoS,NoName057(16),Possible,
9,13-08-22,Lithuania,ICT,DDoS attack against a Lithuanian mobile operator,Disruption,DDoS,NoName057(16),Possible,
0,13-08-22,Russian Federation,Media,Campaign: DDoS attacks against Russian news agencies,Disruption,DDoS,IT Army of Ukraine,Possible,
1,13-08-22,Denmark,Other service,DDoS attack against a Danish confederation,Disruption,DDoS,Phoenix,Possible,
2,13-08-22,Denmark,Public administration,DDoS attack against a Danish institution,Disruption,DDoS,Phoenix,Possible,
3,13-08-22,Denmark,Financial,DDoS attack against a Danish bank,Disruption,DDoS,Phoenix,Possible,
4,13-08-22,Latvia,Financial,DDoS attack against a Latvian association,Disruption,DDoS,NoName057(16),Possible,
5,13-08-22,Russian Federation,Administrative / Support,DDoS attack against a Russian tour operator company,Disruption,DDoS,Haydamaki,Possible,
6,13-08-22,Lithuania,Transportation,DDoS attack against a Lithuanian transport company,Disruption,DDoS,NoName057(16),Possible,
7,13-08-22,Latvia,Financial,DDoS attack against a Latvian organisation,Disruption,DDoS,NoName057(16),Possible,
8,13-08-22,Ukraine,ICT,DDoS attack against a Ukrainian telecommunication provider,Disruption,DDoS,Anonymous Russia,Possible,
9,13-08-22,Poland,Transportation,DDoS attack against a Polish logistics operator,Disruption,DDoS,NoName057(16),Possible,
0,13-08-22,Ukraine,Trade,DDoS attack against an online marketplace,Disruption,DDoS,People's CyberArmy,Possible,
1,12-08-22,Latvia,Financial,DDoS attack against a Latvian institution,Disruption,DDoS,NoName057(16),Possible,
2,11-08-22,Russian Federation,ICT,DDoS attack against a Russian videoconference service,Disruption,DDoS,IT Army of Ukraine,Probable,
3,10-08-22,Latvia,Public administration,DDoS attack against Latvian parliament,Disruption,DDoS,KillNet,Probable,
4,10-08-22,Russian Federation,Administrative / Support,DDoS attack against a Russian tour operator company,Disruption,DDoS,Haydamaki,Possible,
5,09-08-22,Finland,Public administration,DDoS attack against the website of the Finnish parliament,Disruption,DDoS,NoName057(16),Possible,
6,09-08-22,Ukraine,Public administration,DDoS attack against Security Services of Ukraine,Disruption,DDoS,Anonymous Russia,Possible,
7,09-08-22,Latvia,Media,DDoS attack against a Latvian news agency,Disruption,DDoS,,Confirmed ,
8,09-08-22,Ukraine,Unknown,Cyberattacks by Gamaredon,Data,Phishing,Gamaredon,Confirmed,
9,08-08-22,United Kingdom,Health,Campaign: DDoS attacks against British hopsitals and foundations providing assistance to Ukraine.,Disruption,DDoS,Phoenix,Possible,
0,08-08-22,Switzerland,Nonprofit,Swiss-based international organisation targeted by Killnet,Disruption,DDoS,KillNet,Possible,
1,08-08-22,Ukraine,Public administration,DDoS attack against Ukrainian printing plant,Disruption,DDoS,People's CyberArmy,Possible,
2,07-08-22,Ukraine,Public administration,DDoS attack against Ukrainian audit institution,Disruption,DDoS,People's CyberArmy,Possible,
3,07-08-22,United States,Public administration,Cyberattack against a federal agency of the US,Disruption,DDoS,KillNet,Possible,
4,07-08-22,Russian Federation,ICT,DDoS attack against a Russian platform for video calls and remote works,Disruption,DDoS,IT Army of Ukraine,Probable,
5,07-08-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian city,Disruption,DDoS,,Confirmed,
6,07-08-22,Ukraine,Public administration,DDoS attack against Ukrainian governmental database,Disruption,DDoS,People's CyberArmy,Possible,
7,07-08-22,Russian Federation,Other service,DDoS attack against a Russian entertainment facility.,Disruption,DDoS,Haydamaki,Possible,
8,04-08-22,Poland,Public administration,DDoS attack campaign against Polish regional courts,Disruption,DDoS,NoName057(16),Possible,
9,02-08-22,Poland,Energy,DDoS attack against Polish state-owned public power company,Disruption,DDoS,NoName057(16),Possible,
0,02-08-22,Poland,Education,DDoS attack against a Polish research institute,Disruption,DDoS,NoName057(16),Possible,
